FL_DATE,ORIGIN,DEST,OP_CARRIER,CRS_DEP_TIME,CRS_ARR_TIME,DEP_DELAY,ARR_DELAY,DISTANCE
2025-05-24,DFW,JFK,SW,1468,1551,20,25,1074
2025-05-13,JFK,LAX,JB,757,977,0,0,1378
2025-05-07,LAX,ORD,AA,1804,2091,15,25,1039
2025-05-14,LAX,DFW,AA,2081,2235,15,10,906
2025-05-07,ATL,LAX,SW,1255,1432,0,10,1504
2025-05-23,ORD,LAX,DL,1670,1928,-10,-15,1258
2025-05-06,ORD,LAX,UA,1642,1871,20,20,1656
2025-05-21,ORD,JFK,UA,574,716,20,15,2310
2025-05-06,JFK,ATL,UA,361,452,5,5,803
2025-05-16,LAX,ATL,JB,193,233,5,0,1982
2025-05-09,ATL,ORD,JB,1256,1303,30,35,889
2025-05-23,LAX,ATL,DL,1464,1713,0,10,1697
2025-05-13,LAX,DFW,JB,963,1014,5,10,1274
2025-05-13,JFK,ATL,UA,246,535,5,15,231
2025-05-10,LAX,JFK,JB,2295,182,5,5,1381
2025-05-13,ATL,LAX,UA,778,862,-10,0,2097
2025-05-11,DFW,LAX,JB,347,525,30,30,1160
2025-05-16,JFK,ATL,AA,563,749,30,30,1160
2025-05-26,JFK,ORD,JB,398,550,-10,-10,682
2025-05-28,LAX,ORD,JB,299,435,-5,5,1360
2025-05-19,DFW,LAX,SW,574,862,30,30,1496
2025-05-18,JFK,ORD,AA,1363,1646,20,25,485
2025-05-29,JFK,ATL,DL,110,355,10,15,503
2025-05-02,ORD,LAX,UA,2079,2335,-5,-10,1277
2025-05-09,ORD,LAX,JB,1816,2007,5,5,1642
2025-05-28,DFW,ATL,SW,1921,1958,30,35,1781
2025-05-28,ATL,JFK,JB,1134,1230,0,0,303
2025-05-29,ORD,DFW,SW,881,936,5,15,383
2025-05-09,JFK,ATL,JB,708,892,10,15,437
2025-05-14,ORD,JFK,AA,569,819,-10,0,385
2025-05-14,JFK,DFW,DL,1418,1501,30,40,767
2025-05-28,ATL,LAX,UA,947,1014,-5,0,911
2025-05-09,DFW,JFK,AA,1436,1537,5,15,1361
2025-05-30,LAX,ATL,DL,244,445,5,5,832
2025-05-07,ORD,DFW,UA,2178,2387,-10,-10,747
2025-05-27,LAX,ATL,AA,1380,1451,0,5,2463
2025-05-06,LAX,ORD,JB,2200,46,15,20,1626
2025-05-27,JFK,ATL,SW,122,263,15,25,1453
2025-05-01,DFW,LAX,DL,1754,2049,-5,-10,2142
2025-05-20,LAX,ORD,AA,2305,2351,-5,-5,584
2025-05-18,JFK,DFW,JB,738,768,5,15,1731
2025-05-03,JFK,LAX,AA,785,1019,-10,-15,2073
2025-05-05,DFW,ORD,JB,479,614,20,15,1091
2025-05-30,ORD,ATL,JB,146,224,0,0,931
2025-05-05,LAX,DFW,UA,640,911,30,30,1063
2025-05-12,ATL,ORD,AA,377,476,30,40,714
2025-05-23,JFK,ORD,AA,140,352,20,25,417
2025-05-30,ATL,DFW,UA,2311,189,0,-5,1267
2025-05-15,LAX,ORD,DL,337,408,10,5,1606
2025-05-15,JFK,DFW,JB,2352,177,30,35,717
2025-05-30,DFW,LAX,AA,1440,1486,5,15,1147
2025-05-03,DFW,ATL,SW,1322,1622,20,25,1293
2025-05-01,LAX,ATL,UA,719,879,-10,-5,708
2025-05-14,ORD,JFK,JB,683,893,30,40,690
2025-05-10,DFW,ATL,JB,1813,1975,-5,-10,1653
2025-05-30,JFK,DFW,UA,419,523,20,20,1424
2025-05-30,ATL,JFK,SW,1378,1633,5,10,2126
2025-05-16,ORD,ATL,DL,1966,1996,5,15,1671
2025-05-17,ORD,ATL,AA,97,234,0,-5,1421
2025-05-11,JFK,DFW,UA,1118,1254,10,10,758
2025-05-20,ATL,ORD,UA,2033,2079,20,30,913
2025-05-08,DFW,ORD,JB,1779,1809,10,5,1619
2025-05-04,DFW,LAX,UA,1277,1542,5,10,467
2025-05-16,ATL,ORD,JB,93,234,20,30,873
2025-05-14,DFW,JFK,UA,113,374,5,10,777
2025-05-20,LAX,ATL,JB,1007,1160,15,25,775
2025-05-08,DFW,JFK,DL,1502,1551,10,5,1015
2025-05-21,ATL,DFW,JB,545,719,0,0,2273
2025-05-16,ORD,DFW,UA,1483,1548,15,25,1139
2025-05-06,JFK,LAX,UA,2182,36,15,15,2386
2025-05-23,JFK,DFW,DL,1303,1402,5,0,994
2025-05-16,DFW,ATL,UA,1495,1587,5,0,2333
2025-05-25,LAX,DFW,SW,746,776,5,0,801
2025-05-24,DFW,ATL,UA,1203,1457,-10,0,2096
2025-05-10,ORD,JFK,SW,1557,1797,0,0,2088
2025-05-12,DFW,ORD,UA,1402,1607,-10,-15,310
2025-05-08,JFK,ATL,AA,1168,1341,30,30,1979
2025-05-18,JFK,LAX,SW,330,527,20,20,888
2025-05-28,DFW,ATL,DL,2245,2292,15,10,1173
2025-05-26,LAX,ORD,UA,328,528,15,10,233
2025-05-17,LAX,JFK,UA,930,973,-10,-10,2180
2025-05-15,LAX,JFK,AA,1402,1562,5,10,553
2025-05-28,DFW,ORD,DL,1308,1553,5,5,1537
2025-05-03,LAX,JFK,SW,2003,2103,10,5,712
2025-05-16,LAX,ATL,AA,523,649,0,5,1073
2025-05-26,DFW,ORD,JB,2025,2135,5,0,836
2025-05-11,ATL,JFK,DL,2172,2264,20,15,648
2025-05-14,ORD,LAX,AA,865,896,-10,-15,2355
2025-05-02,ATL,DFW,AA,78,301,20,25,1105
2025-05-10,ORD,LAX,UA,974,1054,5,15,2205
2025-05-11,ORD,JFK,DL,2232,22,30,30,1410
2025-05-15,LAX,ATL,UA,1598,1885,10,20,1460
2025-05-21,JFK,ORD,JB,1387,1476,20,15,465
2025-05-21,ATL,ORD,DL,1063,1217,30,30,1386
2025-05-20,ATL,DFW,AA,757,926,30,30,1973
2025-05-03,DFW,LAX,AA,1368,1558,-5,5,1421
2025-05-15,ATL,LAX,DL,165,421,-10,-15,1374
2025-05-19,ORD,ATL,DL,1805,1908,-10,-15,1863
2025-05-26,LAX,ATL,UA,1013,1212,5,15,207
2025-05-13,JFK,LAX,DL,2020,2143,5,0,1927
2025-05-25,JFK,ATL,SW,1988,2211,5,5,2255
2025-05-01,LAX,JFK,AA,2164,39,5,5,2260
2025-05-14,DFW,ORD,AA,1856,2025,-10,-15,731
2025-05-10,LAX,JFK,AA,368,456,0,10,503
2025-05-05,ATL,JFK,AA,552,638,30,40,334
2025-05-09,DFW,ORD,SW,2338,41,10,20,2346
2025-05-23,JFK,ATL,UA,210,255,-10,-10,416
2025-05-18,DFW,JFK,DL,17,280,-10,-10,404
2025-05-27,DFW,ORD,DL,408,635,20,30,1111
2025-05-18,DFW,LAX,SW,142,310,20,25,1441
2025-05-06,JFK,LAX,AA,921,1184,-10,-15,1026
2025-05-20,LAX,JFK,UA,879,1174,5,15,1358
2025-05-12,ORD,JFK,JB,902,1056,-10,-10,1331
2025-05-23,LAX,JFK,UA,1957,2093,30,35,1036
2025-05-15,LAX,ATL,UA,1118,1300,10,15,2327
2025-05-08,JFK,ATL,SW,333,483,15,25,945
2025-05-21,JFK,ATL,JB,578,630,-10,-15,2061
2025-05-01,LAX,ORD,JB,1626,1829,5,0,325
2025-05-19,ORD,ATL,SW,1469,1757,15,20,1930
2025-05-21,JFK,ATL,SW,526,609,5,5,348
2025-05-18,LAX,JFK,AA,2323,128,-10,-5,768
2025-05-08,LAX,ATL,UA,796,895,0,10,933
2025-05-17,LAX,JFK,DL,70,251,30,40,818
2025-05-12,JFK,ORD,AA,1593,1728,15,20,453
2025-05-27,ATL,ORD,SW,1233,1278,5,0,1058
2025-05-16,ATL,LAX,DL,1222,1463,-5,-10,2302
2025-05-19,ATL,DFW,UA,1644,1705,10,20,550
2025-05-22,JFK,ORD,UA,1878,2147,20,15,1910
2025-05-09,DFW,JFK,AA,2199,2291,10,10,786
2025-05-13,DFW,JFK,DL,2057,2132,30,35,1232
2025-05-16,ATL,DFW,DL,1954,2206,20,20,994
2025-05-28,DFW,LAX,UA,1779,1809,5,15,378
2025-05-14,ORD,DFW,DL,918,1204,15,10,2154
2025-05-21,DFW,LAX,DL,746,827,-5,0,317
2025-05-26,DFW,JFK,AA,521,594,-10,-5,2015
2025-05-25,JFK,ORD,SW,1126,1200,0,0,1968
2025-05-02,ATL,DFW,JB,299,549,20,20,2314
2025-05-30,LAX,ORD,JB,2356,34,15,10,1630
2025-05-30,DFW,ATL,JB,1233,1263,20,30,1226
2025-05-04,DFW,ATL,SW,311,476,-5,0,2010
2025-05-10,JFK,ORD,JB,1728,1874,15,20,2273
2025-05-29,LAX,DFW,SW,1282,1454,10,5,266
2025-05-17,ATL,ORD,UA,2236,69,30,35,975
2025-05-30,JFK,LAX,AA,2327,2392,0,0,1495
2025-05-21,JFK,LAX,AA,2009,2239,10,20,1033
2025-05-17,ORD,JFK,AA,1522,1685,10,20,2401
2025-05-23,JFK,LAX,AA,313,575,0,5,1374
2025-05-16,ORD,LAX,SW,1215,1513,5,0,1513
2025-05-20,DFW,ORD,SW,414,661,30,35,1968
2025-05-13,ORD,ATL,JB,1327,1598,10,5,812
2025-05-19,ATL,ORD,SW,14,69,-10,-5,1447
2025-05-04,DFW,ORD,SW,1380,1429,30,35,1683
2025-05-28,ORD,LAX,AA,2163,2216,20,25,1759
2025-05-21,DFW,ORD,SW,178,366,-5,-5,1864
2025-05-22,LAX,JFK,UA,483,691,30,25,2460
2025-05-23,JFK,ORD,SW,759,813,20,30,1738
2025-05-11,LAX,ORD,DL,1188,1395,-10,-15,2117
2025-05-17,DFW,ORD,UA,2261,70,10,10,663
2025-05-11,ATL,DFW,SW,241,420,30,40,829
2025-05-30,ATL,DFW,JB,367,485,20,30,2153
2025-05-15,ATL,DFW,JB,1632,1916,-5,-10,799
2025-05-06,JFK,LAX,UA,1374,1557,20,15,393
2025-05-18,JFK,DFW,DL,1035,1272,15,20,2417
2025-05-11,ATL,LAX,AA,2019,2115,30,35,2343
2025-05-13,LAX,JFK,DL,2240,2396,-5,0,2189
2025-05-08,JFK,LAX,UA,1439,1677,15,25,968
2025-05-14,LAX,DFW,AA,1939,2222,30,35,1273
2025-05-06,ORD,DFW,AA,1886,2180,30,35,1163
2025-05-16,DFW,LAX,UA,2336,166,0,0,1386
2025-05-20,DFW,JFK,JB,2355,181,0,5,1729
2025-05-08,JFK,ATL,AA,1783,2032,20,25,1479
2025-05-11,JFK,ATL,UA,879,1074,-10,0,1546
2025-05-19,DFW,LAX,SW,1061,1154,-5,5,2217
2025-05-02,DFW,ORD,SW,1683,1880,15,25,2304
2025-05-06,LAX,ORD,JB,688,842,-10,-10,2319
2025-05-05,JFK,ATL,AA,662,774,30,35,340
2025-05-14,ATL,JFK,JB,458,636,-10,-5,988
2025-05-11,JFK,DFW,AA,2071,2164,-10,0,1946
2025-05-04,ATL,JFK,UA,903,1156,0,0,2352
2025-05-22,ORD,JFK,AA,1762,1993,0,5,2182
2025-05-16,JFK,ORD,AA,1650,1900,0,10,215
2025-05-01,DFW,ORD,DL,1758,1791,30,40,1667
2025-05-02,ATL,LAX,JB,1709,1805,15,15,473
2025-05-30,JFK,ATL,JB,1758,1854,20,20,1499
2025-05-20,ORD,LAX,DL,650,805,5,10,1333
2025-05-30,ATL,LAX,AA,1913,2199,20,30,259
2025-05-19,LAX,ATL,AA,2299,21,0,-5,1547
2025-05-18,JFK,ATL,SW,2064,2160,30,40,2412
2025-05-13,ATL,ORD,SW,1434,1495,-5,0,1729
2025-05-12,ATL,LAX,SW,1693,1940,30,30,376
2025-05-14,LAX,DFW,UA,1157,1195,20,15,2051
2025-05-18,DFW,ATL,JB,1332,1518,20,20,1993
2025-05-27,ATL,ORD,UA,1123,1251,-10,-10,2394
2025-05-18,ORD,DFW,DL,2293,146,30,35,2106
2025-05-27,DFW,ORD,DL,2277,25,5,0,835
2025-05-26,ATL,DFW,DL,1200,1334,0,-5,2047
2025-05-17,JFK,DFW,DL,1454,1716,20,25,2358
2025-05-25,DFW,ORD,AA,1914,1983,15,25,1393
2025-05-17,DFW,LAX,AA,1875,1965,30,30,1411
2025-05-12,LAX,DFW,AA,2249,2309,-10,0,2265
2025-05-24,LAX,DFW,JB,894,939,-5,-5,591
2025-05-24,DFW,ATL,JB,1870,2049,15,15,1741
2025-05-26,LAX,DFW,SW,1477,1713,-5,5,2456
2025-05-17,LAX,ATL,UA,1297,1461,15,10,728
2025-05-14,ATL,LAX,JB,220,353,-5,-10,787
2025-05-09,JFK,ATL,JB,1861,1899,15,15,2125
2025-05-01,DFW,LAX,AA,439,628,-10,-15,324
2025-05-26,DFW,ATL,AA,2235,95,30,35,1584
2025-05-04,LAX,JFK,JB,711,847,30,30,1350
2025-05-22,ATL,ORD,SW,2140,2284,5,0,1640
2025-05-04,ORD,JFK,UA,705,764,5,5,828
2025-05-29,DFW,JFK,DL,1611,1768,15,20,1654
2025-05-28,LAX,ORD,AA,2098,2213,10,20,1063
2025-05-09,ORD,JFK,DL,2276,2382,-10,-10,2302
2025-05-17,JFK,DFW,JB,1897,2098,5,5,2195
2025-05-08,LAX,DFW,DL,702,946,10,20,685
2025-05-20,DFW,ATL,AA,1631,1828,5,0,393
2025-05-12,ORD,LAX,AA,1036,1148,30,30,657
2025-05-29,ORD,JFK,DL,1859,2154,10,15,1469
2025-05-18,JFK,ORD,JB,130,292,15,25,2342
2025-05-22,LAX,ATL,DL,1678,1710,-5,-10,947
2025-05-13,JFK,DFW,SW,1647,1722,15,10,2456
2025-05-18,ATL,LAX,DL,1818,2054,30,35,901
2025-05-17,ATL,DFW,UA,2179,2214,5,5,2231
2025-05-19,LAX,DFW,AA,151,187,10,5,543
2025-05-23,ATL,LAX,UA,1262,1375,30,25,2492
2025-05-07,LAX,ORD,UA,820,950,30,30,674
2025-05-12,ATL,JFK,DL,119,298,-5,0,1555
2025-05-17,LAX,JFK,SW,1073,1334,0,5,1247
2025-05-02,ORD,LAX,JB,1491,1770,20,30,781
2025-05-29,ORD,JFK,AA,931,1154,0,5,2497
2025-05-30,LAX,ORD,SW,1614,1741,20,15,2201
2025-05-15,DFW,ORD,UA,485,640,20,20,333
2025-05-13,LAX,JFK,DL,743,781,-10,0,359
2025-05-13,JFK,DFW,UA,907,958,0,-5,1633
2025-05-17,LAX,ORD,AA,549,814,15,10,1392
2025-05-20,DFW,ATL,AA,1237,1377,-5,5,1837
2025-05-29,ORD,LAX,DL,1228,1309,30,40,273
2025-05-04,ORD,DFW,SW,1797,1860,30,40,1513
2025-05-01,LAX,ATL,UA,103,251,0,10,1215
2025-05-15,DFW,LAX,DL,732,938,0,10,1377
2025-05-22,ATL,JFK,JB,2333,2397,0,10,2206
2025-05-17,ORD,JFK,JB,864,1100,10,5,2172
2025-05-30,LAX,JFK,SW,2249,57,-10,-5,690
2025-05-20,LAX,ORD,UA,687,776,0,5,406
2025-05-01,JFK,LAX,JB,510,793,-5,-5,438
2025-05-01,JFK,DFW,SW,69,171,5,15,1277
2025-05-07,ATL,JFK,JB,305,413,0,0,1059
2025-05-04,ORD,ATL,AA,340,485,30,40,1444
2025-05-17,DFW,LAX,AA,426,660,5,0,1977
2025-05-24,LAX,ATL,SW,777,954,-10,-5,326
2025-05-05,DFW,LAX,DL,1933,1971,-5,-5,698
2025-05-27,JFK,ORD,UA,1852,1913,10,5,1392
2025-05-04,ORD,JFK,AA,1458,1717,20,25,1116
2025-05-17,ATL,ORD,AA,647,911,-10,0,988
2025-05-30,LAX,ATL,UA,79,161,-5,-10,1900
2025-05-06,ORD,JFK,UA,663,713,15,15,1390
2025-05-09,LAX,JFK,UA,2321,128,15,25,440
2025-05-23,ATL,JFK,UA,1489,1526,0,0,2340
2025-05-15,LAX,JFK,UA,930,1084,0,10,907
2025-05-23,DFW,JFK,SW,2216,51,30,25,383
2025-05-09,ATL,LAX,JB,1334,1615,-10,0,956
2025-05-03,ATL,DFW,JB,2132,2221,-5,0,235
2025-05-13,JFK,ATL,DL,16,50,10,15,952
2025-05-01,DFW,LAX,JB,1802,1833,20,30,1765
2025-05-17,ATL,LAX,UA,1788,2045,5,10,1440
2025-05-17,JFK,ATL,DL,1824,1942,30,40,1769
2025-05-28,DFW,ORD,JB,708,927,-10,-15,1281
2025-05-04,DFW,JFK,AA,1027,1247,20,15,1583
2025-05-09,ORD,ATL,DL,576,681,0,5,2267
2025-05-15,ATL,DFW,SW,1910,2132,-10,0,2189
2025-05-08,DFW,JFK,AA,1844,1925,5,10,971
2025-05-22,LAX,ATL,SW,1504,1755,15,15,296
2025-05-30,DFW,ATL,SW,1524,1665,20,20,1053
2025-05-18,LAX,JFK,SW,846,1090,0,-5,1412
2025-05-11,JFK,ATL,AA,1866,2142,5,15,748
2025-05-03,ORD,JFK,SW,1731,1963,-10,-15,725
2025-05-04,ATL,JFK,UA,1462,1529,20,30,929
2025-05-26,DFW,ORD,UA,650,750,-5,-10,2249
2025-05-16,LAX,JFK,UA,250,386,30,40,2282
2025-05-11,DFW,LAX,UA,1742,1996,30,30,1196
2025-05-07,ATL,JFK,JB,2033,2175,-10,-5,2358
2025-05-27,DFW,ORD,JB,1487,1751,-5,-10,2190
2025-05-30,ATL,ORD,JB,193,357,-5,-10,2458
2025-05-10,ORD,ATL,DL,219,407,20,20,1817
2025-05-17,DFW,ORD,AA,111,141,5,5,849
2025-05-26,DFW,LAX,DL,1367,1572,15,20,377
2025-05-19,ORD,JFK,AA,1617,1891,10,15,1379
2025-05-18,DFW,ATL,JB,1187,1264,0,-5,598
2025-05-28,DFW,JFK,AA,2223,63,20,15,1577
2025-05-16,JFK,ORD,UA,416,476,-5,-10,2284
2025-05-27,DFW,JFK,UA,1428,1578,15,20,1042
2025-05-13,ATL,LAX,SW,1252,1316,5,10,2215
2025-05-10,LAX,DFW,SW,444,640,30,25,2183
2025-05-16,ORD,DFW,UA,1012,1279,-5,-10,1950
2025-05-09,LAX,DFW,DL,1165,1205,-5,5,1946
2025-05-05,JFK,ATL,DL,2134,2346,10,10,2266
2025-05-19,JFK,LAX,SW,2353,34,-5,-5,249
2025-05-21,ATL,DFW,SW,1228,1382,0,5,2492
2025-05-30,LAX,ORD,JB,1675,1706,0,10,858
2025-05-23,DFW,JFK,AA,1886,2180,5,0,1288
2025-05-19,JFK,ATL,DL,729,764,10,20,385
2025-05-04,ORD,ATL,UA,1200,1301,30,25,458
2025-05-07,ORD,ATL,SW,204,474,-5,0,2298
2025-05-29,DFW,ATL,AA,1709,1844,-5,0,573
2025-05-03,JFK,ATL,UA,1318,1412,20,15,1314
2025-05-13,ORD,ATL,DL,2140,2223,-5,0,1794
2025-05-14,ORD,LAX,AA,1729,2004,30,30,771
2025-05-18,LAX,ORD,AA,1148,1200,15,25,2484
2025-05-08,ATL,LAX,SW,932,1092,0,10,1165
2025-05-11,ATL,ORD,SW,1062,1108,0,-5,262
2025-05-17,ORD,DFW,DL,669,928,15,10,2008
2025-05-28,ORD,ATL,SW,1989,2134,-10,-15,1695
2025-05-30,ATL,ORD,JB,41,79,20,30,1510
2025-05-19,ORD,JFK,SW,2075,2336,-5,-5,2301
2025-05-18,ORD,LAX,DL,617,670,-5,0,813
2025-05-07,JFK,LAX,DL,1302,1506,30,40,761
2025-05-12,JFK,ORD,UA,1856,1946,20,15,2048
2025-05-17,DFW,LAX,UA,1478,1738,0,0,1842
2025-05-20,ATL,ORD,JB,2001,2284,-5,-5,1706
2025-05-26,JFK,ORD,JB,108,310,30,30,1897
2025-05-02,LAX,DFW,DL,2298,136,-10,-10,931
2025-05-09,JFK,ATL,AA,172,218,30,40,501
2025-05-11,ORD,ATL,SW,2158,2334,5,15,1025
2025-05-08,ORD,LAX,JB,1520,1689,5,0,1248
2025-05-15,LAX,ATL,JB,934,980,5,10,1084
2025-05-20,ORD,JFK,SW,2054,2125,20,15,2210
2025-05-28,ATL,JFK,UA,1336,1509,-10,-5,2402
2025-05-24,DFW,LAX,UA,1894,1998,15,25,1874
2025-05-21,DFW,ORD,AA,1228,1520,0,10,796
2025-05-05,LAX,ATL,DL,1811,2076,30,30,1973
2025-05-29,ATL,DFW,UA,1597,1862,30,30,1800
2025-05-09,LAX,JFK,UA,2268,2298,15,10,1814
2025-05-15,DFW,LAX,DL,4,250,-10,-5,2183
2025-05-06,LAX,ATL,UA,2215,2296,5,0,769
2025-05-08,ATL,ORD,SW,225,256,5,5,343
2025-05-25,JFK,ATL,AA,781,1080,30,35,484
2025-05-25,ORD,ATL,UA,243,529,5,10,2234
2025-05-24,ATL,ORD,JB,1934,2188,0,10,296
2025-05-27,DFW,JFK,UA,1116,1297,5,0,1064
2025-05-23,ORD,DFW,AA,1117,1189,10,15,1280
2025-05-30,LAX,ORD,JB,2070,2220,-5,5,272
2025-05-08,ATL,DFW,JB,678,775,10,20,1923
2025-05-09,ATL,JFK,UA,306,413,5,5,2205
2025-05-11,JFK,LAX,UA,1081,1254,10,5,2214
2025-05-08,ORD,DFW,SW,1533,1624,-10,-5,533
2025-05-15,LAX,ORD,AA,650,937,-5,-5,1784
2025-05-29,DFW,ATL,AA,1486,1538,15,15,693
2025-05-27,ORD,DFW,UA,2077,2171,5,15,2228
2025-05-01,ATL,LAX,DL,124,282,0,-5,1417
2025-05-09,DFW,ORD,DL,60,353,15,20,351
2025-05-27,ORD,LAX,AA,760,1056,5,5,1230
2025-05-17,JFK,ATL,UA,627,885,15,15,1179
2025-05-11,ATL,LAX,DL,83,181,-5,-10,2491
2025-05-05,ORD,DFW,JB,2352,41,20,25,1975
2025-05-03,DFW,JFK,JB,2130,2312,10,20,2108
2025-05-11,ORD,LAX,UA,2212,2291,5,5,916
2025-05-28,JFK,ATL,JB,616,840,20,20,2179
2025-05-18,DFW,ORD,AA,1552,1845,5,15,1300
2025-05-08,JFK,ORD,SW,886,1062,20,15,1809
2025-05-14,LAX,ATL,AA,43,294,20,15,1995
2025-05-10,ATL,ORD,JB,1898,2092,15,15,1411
2025-05-04,JFK,ORD,AA,1344,1626,0,10,491
2025-05-11,ORD,DFW,JB,2046,2121,30,35,715
2025-05-16,ORD,JFK,AA,2282,172,15,25,1183
2025-05-24,ORD,JFK,UA,465,582,20,30,1645
2025-05-07,ORD,LAX,UA,35,310,-5,5,1077
2025-05-05,DFW,JFK,DL,2137,2295,-10,-15,1655
2025-05-20,ORD,ATL,UA,840,967,0,0,2277
2025-05-07,LAX,ORD,UA,2077,2115,5,5,1516
2025-05-13,ATL,LAX,JB,376,411,5,15,503
2025-05-22,LAX,ORD,JB,420,506,-5,-10,2087
2025-05-19,ATL,LAX,UA,1618,1801,15,25,1862
2025-05-30,DFW,LAX,DL,2093,2329,5,5,1650
2025-05-07,ATL,DFW,SW,408,666,15,15,1943
2025-05-29,JFK,LAX,JB,2016,2114,30,25,1570
2025-05-17,ATL,LAX,DL,568,814,15,10,277
2025-05-11,LAX,DFW,UA,1734,1854,10,10,495
2025-05-25,ORD,ATL,SW,2041,2266,20,30,348
2025-05-25,ATL,LAX,SW,2270,2314,30,30,1204
2025-05-29,DFW,LAX,SW,780,948,5,5,1469
2025-05-08,LAX,JFK,AA,2007,2216,0,0,2046
2025-05-26,DFW,ORD,DL,1818,1887,5,15,2448
2025-05-19,ATL,LAX,SW,836,1090,-5,-10,1537
2025-05-14,ATL,LAX,AA,1473,1762,20,25,1568
2025-05-08,ORD,DFW,SW,1591,1811,5,10,324
2025-05-24,LAX,ORD,SW,2083,2224,20,25,1276
2025-05-05,ORD,ATL,DL,1304,1463,-5,-5,1719
2025-05-10,DFW,ATL,UA,1722,1793,-10,-5,541
2025-05-27,ORD,JFK,DL,980,1190,0,-5,235
2025-05-16,DFW,JFK,SW,906,1130,5,10,1234
2025-05-19,ATL,LAX,UA,1257,1397,-10,-10,594
2025-05-30,ORD,ATL,JB,1866,2099,-5,-5,685
2025-05-09,ATL,DFW,JB,1106,1345,10,15,1802
2025-05-30,ATL,DFW,SW,992,1056,15,15,1839
2025-05-04,ATL,LAX,UA,1594,1703,15,15,428
2025-05-21,LAX,JFK,JB,1349,1646,20,30,1417
2025-05-08,ORD,DFW,JB,1836,1948,30,40,1407
2025-05-15,JFK,ORD,AA,1150,1358,10,5,844
2025-05-14,LAX,ATL,DL,208,356,20,20,822
2025-05-27,LAX,ATL,JB,1010,1216,15,15,348
2025-05-08,JFK,ATL,UA,1433,1519,10,15,1212
2025-05-14,ORD,DFW,UA,2000,2229,30,40,1371
2025-05-19,DFW,JFK,AA,1507,1719,15,10,693
2025-05-05,JFK,DFW,JB,1149,1366,10,5,702
2025-05-15,DFW,ATL,UA,341,548,30,25,489
2025-05-08,ATL,ORD,AA,1873,2156,30,25,1327
2025-05-27,ORD,LAX,DL,1410,1670,-10,-15,1932
2025-05-26,ATL,ORD,SW,656,747,20,15,2065
2025-05-05,LAX,ORD,DL,2230,2299,20,20,1297
2025-05-27,JFK,ORD,UA,2315,61,10,15,2497
2025-05-20,JFK,ORD,SW,1643,1724,-5,5,205
2025-05-08,LAX,ORD,UA,507,624,30,40,1463
2025-05-10,ATL,ORD,AA,1081,1280,30,40,1822
2025-05-17,LAX,DFW,UA,1820,1870,10,10,2396
2025-05-23,JFK,LAX,SW,1264,1303,-10,-10,1917
2025-05-03,ATL,ORD,SW,1571,1628,20,25,1944
2025-05-25,LAX,ATL,AA,1903,2152,30,35,355
2025-05-18,ORD,LAX,UA,1759,1913,0,5,2261
2025-05-09,ATL,DFW,JB,570,677,-5,5,783
2025-05-01,JFK,ATL,UA,936,990,15,15,1622
2025-05-11,JFK,ATL,DL,1069,1323,10,15,1038
2025-05-01,DFW,LAX,SW,1832,1941,0,0,2433
2025-05-26,DFW,ATL,JB,707,761,10,20,1285
2025-05-03,ATL,LAX,DL,1721,1765,20,30,1566
2025-05-30,DFW,ORD,SW,1159,1339,-10,-15,1420
2025-05-13,ATL,DFW,UA,568,664,5,15,846
2025-05-15,ORD,JFK,JB,2179,74,10,15,2364
2025-05-27,JFK,ATL,UA,267,349,-10,0,1296
2025-05-25,JFK,DFW,SW,318,614,-10,-15,967
2025-05-04,JFK,LAX,UA,2330,54,20,30,1406
2025-05-02,DFW,JFK,AA,1824,1868,10,10,1542
2025-05-09,ORD,DFW,DL,1093,1303,30,25,1108
2025-05-06,ATL,JFK,JB,2148,2379,30,30,563
2025-05-25,ATL,LAX,UA,1297,1556,-5,-10,2276
2025-05-20,JFK,LAX,SW,228,363,30,30,1260
2025-05-17,LAX,JFK,JB,58,146,-5,-10,2077
2025-05-03,ORD,ATL,JB,2093,2360,10,20,1028
2025-05-15,ATL,JFK,UA,1351,1649,30,35,305
2025-05-04,ORD,JFK,AA,1206,1409,-5,-5,1252
2025-05-05,DFW,LAX,JB,1647,1758,20,25,1937
2025-05-23,DFW,LAX,AA,1759,1826,15,10,446
2025-05-29,DFW,JFK,AA,1847,1954,-5,-5,1078
2025-05-04,ATL,JFK,UA,1037,1103,30,35,2491
2025-05-26,DFW,LAX,JB,2274,2372,5,0,2364
2025-05-30,ATL,ORD,DL,1466,1603,10,15,434
2025-05-13,DFW,JFK,DL,2149,2255,-5,0,267
2025-05-08,JFK,ORD,SW,1444,1739,10,20,1562
2025-05-20,DFW,LAX,AA,1440,1648,30,25,2018
2025-05-14,ORD,ATL,UA,1218,1509,10,15,328
2025-05-21,ATL,ORD,AA,323,597,-10,-15,396
2025-05-25,LAX,ATL,AA,1113,1318,5,10,2028
2025-05-26,JFK,LAX,AA,1824,1872,-10,-15,2311
2025-05-01,JFK,ATL,AA,195,461,-5,-10,216
2025-05-04,ORD,DFW,SW,657,916,30,35,2460
2025-05-28,ATL,LAX,JB,2034,2124,30,35,674
2025-05-04,LAX,ORD,AA,1356,1621,20,30,2279
2025-05-28,ATL,DFW,SW,342,507,30,30,2363
2025-05-04,ORD,JFK,JB,765,962,30,30,1438
